"TOA5","CR6","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"TIMESTAMP","RECORD","staA","staD","Ux_gill","Uy_gill","Uz_gill","temp_gill","AWS"
"TS","RN","none","none","m/s","m/s","m/s","Celsius",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-09-23 16:40:14.85",107893,4,0,5.67,0.22,-0.29,34.67,5.674266
"2025-09-23 16:40:14.9",107894,5,0,5.83,0.54,0.23,34.7,5.854955
"2025-09-23 16:40:14.95",107895,6,1,5.56,0.37,0.15,34.67,5.572298
"2025-09-23 16:40:15",107896,1,10,5.82,0.07,0.13,34.68,5.820421
"2025-09-23 16:40:15.05",107897,2,38,5.43,-0.2,-0.06,34.69,5.433682
"2025-09-23 16:40:15.1",107898,3,0,5.81,-0.7,-0.16,34.73,5.852017
"2025-09-23 16:40:15.15",107899,4,0,5.5,-0.25,-0.44,34.69,5.505679
"2025-09-23 16:40:15.2",107900,5,0,5.06,-0.16,-1.03,34.67,5.062529
"2025-09-23 16:40:15.25",107901,6,1,4.98,0.11,-0.19,34.68,4.981215
"2025-09-23 16:40:15.3",107902,1,10,5.44,0.02,-0.18,34.68,5.440037
"2025-09-23 16:40:15.35",107903,2,38,5.49,0.16,-0.15,34.7,5.492331
"2025-09-23 16:40:15.4",107904,3,0,5.65,0.33,-0.09,34.69,5.659629
"2025-09-23 16:40:15.45",107905,4,0,5.81,-0.13,-0.23,34.7,5.811454
"2025-09-23 16:40:15.5",107906,5,0,5.64,0.15,-0.15,34.71,5.641994
"2025-09-23 16:40:15.55",107907,6,1,5.86,0.4,0.01,34.69,5.873636
"2025-09-23 16:40:15.6",107908,1,10,6.08,0.19,-0.13,34.68,6.082968
"2025-09-23 16:40:15.65",107909,2,38,5.97,-0.19,0.15,34.7,5.973022
"2025-09-23 16:40:15.7",107910,3,0,6.28,0.03,0.19,34.71,6.280072
"2025-09-23 16:40:15.75",107911,4,0,6.7,-0.17,-0.14,34.71,6.702156
"2025-09-23 16:40:15.8",107912,5,0,6.14,-0.12,-0.09,34.7,6.141172
"2025-09-23 16:40:15.85",107913,6,1,5.76,-0.16,0.26,34.69,5.762222
"2025-09-23 16:40:15.9",107914,1,10,5.35,-0.26,0.28,34.71,5.356314
"2025-09-23 16:40:15.95",107915,2,38,5.16,0.1,0.24,34.68,5.160969
"2025-09-23 16:40:16",107916,3,0,5.98,-0.47,0.03,34.69,5.998442
"2025-09-23 16:40:16.05",107917,4,0,5.29,-0.09,-0.19,34.67,5.290766
"2025-09-23 16:40:16.1",107918,5,0,4.87,0.14,0.1,34.7,4.872012
"2025-09-23 16:40:16.15",107919,6,1,5.62,-0.4,-0.07,34.71,5.634217
"2025-09-23 16:40:16.2",107920,1,10,5.43,-0.09,-0.01,34.7,5.430746
"2025-09-23 16:40:16.25",107921,2,38,5.15,0.55,-0.04,34.68,5.179286
"2025-09-23 16:40:16.3",107922,3,0,5.44,0.15,-0.13,34.71,5.442068
"2025-09-23 16:40:16.35",107923,4,0,5.56,-0.09,-0.1,34.71,5.560729
"2025-09-23 16:40:16.4",107924,5,0,5.48,-0.14,0.2,34.69,5.481788
"2025-09-23 16:40:16.45",107925,6,1,5.93,0.48,0.7,34.73,5.949395
"2025-09-23 16:40:16.5",107926,1,10,4.33,0.49,-0.14,34.71,4.357637
"2025-09-23 16:40:16.55",107927,2,38,4.14,0.69,-0.78,34.67,4.197106
"2025-09-23 16:40:16.6",107928,3,0,4.42,0.18,-0.52,34.64,4.423664
"2025-09-23 16:40:16.65",107929,4,0,4.99,-0.21,0.01,34.69,4.994417
"2025-09-23 16:40:16.7",107930,5,0,5.6,-0.23,0.01,34.7,5.604721
"2025-09-23 16:40:16.75",107931,6,1,5.61,0.19,0.02,34.7,5.613217
"2025-09-23 16:40:16.8",107932,1,10,5.64,-0.1,0.06,34.69,5.640886
"2025-09-23 16:40:16.85",107933,2,38,5.84,0.12,0.17,34.7,5.841233
"2025-09-23 16:40:16.9",107934,3,0,5.8,0.12,0.05,34.71,5.801241
"2025-09-23 16:40:16.95",107935,4,0,5.67,0.11,0.14,34.69,5.671067
"2025-09-23 16:40:17",107936,5,0,5.73,-0.13,0.39,34.71,5.731474
"2025-09-23 16:40:17.05",107937,6,1,5.47,0.21,0.13,34.69,5.47403
"2025-09-23 16:40:17.1",107938,1,10,4.7,0.26,-0.46,34.67,4.707186
"2025-09-23 16:40:17.15",107939,2,38,4.36,-0.11,-0.65,34.65,4.361388
"2025-09-23 16:40:17.2",107940,3,0,4.93,0.5,0.14,34.68,4.95529
"2025-09-23 16:40:17.25",107941,4,0,5.35,0.16,-0.09,34.71,5.352392
"2025-09-23 16:40:17.3",107942,5,0,5.78,0.26,-0.28,34.7,5.785845
"2025-09-23 16:40:17.35",107943,6,1,6.17,-0.17,0.13,34.68,6.172342
"2025-09-23 16:40:17.4",107944,1,10,5.99,0.25,0.29,34.69,5.995214
"2025-09-23 16:40:17.45",107945,2,38,5.72,0.37,0.28,34.66,5.731955
"2025-09-23 16:40:17.5",107946,3,0,5.52,0.24,0.09,34.7,5.525215
"2025-09-23 16:40:17.55",107947,4,0,5.72,0.51,0.14,34.68,5.742691
"2025-09-23 16:40:17.6",107948,5,0,5.17,0.21,0.06,34.67,5.174263
"2025-09-23 16:40:17.65",107949,6,1,5.08,-0.21,-0.42,34.66,5.084339
"2025-09-23 16:40:17.7",107950,1,10,5.49,0.13,-0.26,34.69,5.491539
"2025-09-23 16:40:17.75",107951,2,38,5.79,-0.19,-0.04,34.7,5.793117
"2025-09-23 16:40:17.8",107952,3,0,6,-0.66,0.15,34.7,6.036191
"2025-09-23 16:40:17.85",107953,4,0,6.15,-0.45,0,34.69,6.166441
"2025-09-23 16:40:17.9",107954,5,0,5.91,0.01,-0.06,34.7,5.910008
"2025-09-23 16:40:17.95",107955,6,1,5.64,0.19,0.14,34.71,5.643199
"2025-09-23 16:40:18",107956,1,10,5.69,-0.18,0.13,34.69,5.692846
"2025-09-23 16:40:18.05",107957,2,38,5.49,0.13,0.07,34.7,5.491539
"2025-09-23 16:40:18.1",107958,3,0,5.67,-0.21,0.27,34.68,5.673888
"2025-09-23 16:40:18.15",107959,4,0,5.71,0.07,-0.13,34.69,5.710429
"2025-09-23 16:40:18.2",107960,5,0,5.65,-0.28,-0.04,34.69,5.656934
"2025-09-23 16:40:18.25",107961,6,1,5.51,0.54,0.14,34.7,5.536398
"2025-09-23 16:40:18.3",107962,1,10,5.36,-0.22,0.03,34.68,5.364513
"2025-09-23 16:40:18.35",107963,2,38,5.18,0.54,0.25,34.69,5.20807
"2025-09-23 16:40:18.4",107964,3,0,5.15,0.52,-0.24,34.69,5.176186
"2025-09-23 16:40:18.45",107965,4,0,4.54,0,-0.84,34.67,4.54
"2025-09-23 16:40:18.5",107966,5,0,4.31,-0.38,-0.13,34.67,4.326719
"2025-09-23 16:40:18.55",107967,6,1,4.54,0.2,-0.19,34.68,4.544403
"2025-09-23 16:40:18.6",107968,1,10,5.06,0.03,-0.04,34.68,5.060089
"2025-09-23 16:40:18.65",107969,2,38,5.36,0.5,-0.63,34.7,5.38327
"2025-09-23 16:40:18.7",107970,3,0,5.64,0.03,-0.13,34.7,5.640079
"2025-09-23 16:40:18.75",107971,4,0,5.72,-0.12,0.04,34.69,5.721259
"2025-09-23 16:40:18.8",107972,5,0,5.94,-0.14,-0.01,34.7,5.941649
"2025-09-23 16:40:18.85",107973,6,1,6.24,0.01,0.06,34.72,6.240007
"2025-09-23 16:40:18.9",107974,1,10,6.27,-0.11,0.16,34.71,6.270965
"2025-09-23 16:40:18.95",107975,2,38,6.06,0.26,0.23,34.7,6.065575
"2025-09-23 16:40:19",107976,3,0,6.02,0.25,0.18,34.69,6.025188
"2025-09-23 16:40:19.05",107977,4,0,5.78,0.11,0.36,34.69,5.781047
"2025-09-23 16:40:19.1",107978,5,0,5.92,-0.15,0.26,34.7,5.9219
"2025-09-23 16:40:19.15",107979,6,1,5.76,0.23,0.36,34.67,5.76459
"2025-09-23 16:40:19.2",107980,1,10,5.83,-0.16,0.34,34.7,5.832195
"2025-09-23 16:40:19.25",107981,2,38,5.63,-0.28,-0.39,34.7,5.636959
"2025-09-23 16:40:19.3",107982,3,0,5.59,-0.48,-0.12,34.69,5.61057
"2025-09-23 16:40:19.35",107983,4,0,5.71,0.15,0.15,34.68,5.71197
"2025-09-23 16:40:19.4",107984,5,0,5.8,0.14,0.1,34.7,5.80169
"2025-09-23 16:40:19.45",107985,6,1,6.11,-0.22,0.09,34.71,6.113959
"2025-09-23 16:40:19.5",107986,1,10,5.87,0.05,0.18,34.69,5.870213
"2025-09-23 16:40:19.55",107987,2,38,5.92,0.38,-0.04,34.67,5.932184
"2025-09-23 16:40:19.6",107988,3,0,5.8,-0.1,-0.19,34.72,5.800862
"2025-09-23 16:40:19.65",107989,4,0,5.8,-0.11,0.21,34.69,5.801044
"2025-09-23 16:40:19.7",107990,5,0,5.78,0.07,-0.04,34.69,5.780424
"2025-09-23 16:40:19.75",107991,6,1,5.59,0.15,-0.18,34.69,5.592012
"2025-09-23 16:40:19.8",107992,1,10,5.21,-0.2,0.04,34.68,5.213838
"2025-09-23 16:40:19.85",107993,2,38,5.47,0.19,-0.1,34.65,5.473299
"2025-09-23 16:40:19.9",107994,3,0,5.8,0.51,-0.14,34.71,5.82238
"2025-09-23 16:40:19.95",107995,4,0,5.63,-0.14,-0.45,34.69,5.631741
"2025-09-23 16:40:20",107996,5,0,5.88,-0.01,-0.1,34.68,5.880009
"2025-09-23 16:40:20.05",107997,6,1,5.8,0.05,-0.31,34.73,5.800216
"2025-09-23 16:40:20.1",107998,1,10,5.62,0.36,-0.01,34.69,5.631518
"2025-09-23 16:40:20.15",107999,2,38,5.92,0.21,0.08,34.7,5.923724
"2025-09-23 16:40:20.2",108000,3,0,6.02,-0.19,-0.02,34.68,6.022997
"2025-09-23 16:40:20.25",108001,4,0,5.77,0.36,-0.01,34.69,5.781219
"2025-09-23 16:40:20.3",108002,5,0,5.75,0.11,0.01,34.72,5.751052
"2025-09-23 16:40:20.35",108003,6,1,6.11,0.25,0.17,34.7,6.115112
"2025-09-23 16:40:20.4",108004,1,10,6.27,0.02,0.02,34.71,6.270032
"2025-09-23 16:40:20.45",108005,2,38,6.19,-0.18,0.08,34.68,6.192616
"2025-09-23 16:40:20.5",108006,3,0,5.71,-0.1,0.05,34.7,5.710876
"2025-09-23 16:40:20.55",108007,4,0,5.1,-0.23,0.13,34.68,5.105184
"2025-09-23 16:40:20.6",108008,5,0,5.61,-0.47,-0.07,34.71,5.629654
"2025-09-23 16:40:20.65",108009,6,1,5.68,-0.12,0.14,34.69,5.681267
"2025-09-23 16:40:20.7",108010,1,10,5.38,0.15,0.09,34.69,5.382091
"2025-09-23 16:40:20.75",108011,2,38,5.47,0.11,0.17,34.71,5.471106
"2025-09-23 16:40:20.8",108012,3,0,5.76,0.1,0.19,34.73,5.760868
"2025-09-23 16:40:20.85",108013,4,0,5.25,0.46,-0.54,34.68,5.270114
"2025-09-23 16:40:20.9",108014,5,0,5.34,0.22,-0.11,34.69,5.34453
"2025-09-23 16:40:20.95",108015,6,1,5.31,0.44,-0.25,34.68,5.328198
"2025-09-23 16:40:21",108016,1,10,5.31,0,-0.36,34.67,5.31
"2025-09-23 16:40:21.05",108017,2,38,5.57,-0.12,-0.03,34.72,5.571293
"2025-09-23 16:40:21.1",108018,3,0,5.87,-0.22,-0.07,34.7,5.874121
"2025-09-23 16:40:21.15",108019,4,0,6,0.19,0.01,34.7,6.003007
"2025-09-23 16:40:21.2",108020,5,0,6.26,0.2,-0.09,34.71,6.263195
"2025-09-23 16:40:21.25",108021,6,1,6.17,-0.1,-0.03,34.7,6.17081
"2025-09-23 16:40:21.3",108022,1,10,6.2,0.24,0.12,34.7,6.204643
"2025-09-23 16:40:21.35",108023,2,38,6.16,0.25,0.05,34.69,6.165071
"2025-09-23 16:40:21.4",108024,3,0,5.99,-0.09,0.02,34.7,5.990675
"2025-09-23 16:40:21.45",108025,4,0,5.89,-0.13,0.3,34.71,5.891434
"2025-09-23 16:40:21.5",108026,5,0,5.5,-0.13,0.42,34.69,5.501536
"2025-09-23 16:40:21.55",108027,6,1,5.69,0.3,0.13,34.67,5.697903
"2025-09-23 16:40:21.6",108028,1,10,5.47,-0.23,-0.58,34.7,5.474833
"2025-09-23 16:40:21.65",108029,2,38,5.39,-0.6,-0.21,34.69,5.423292
"2025-09-23 16:40:21.7",108030,3,0,5.3,-0.39,0.55,34.67,5.31433
"2025-09-23 16:40:21.75",108031,4,0,5.2,0.49,0.56,34.68,5.223035
"2025-09-23 16:40:21.8",108032,5,0,5.14,0.39,-0.07,34.69,5.154774
"2025-09-23 16:40:21.85",108033,6,1,4.99,-0.09,0.05,34.69,4.990811
"2025-09-23 16:40:21.9",108034,1,10,4.42,0.18,-0.64,34.68,4.423664
"2025-09-23 16:40:21.95",108035,2,38,4.93,0.1,-0.4,34.66,4.931014
"2025-09-23 16:40:22",108036,3,0,5.63,0.03,-0.68,34.71,5.63008
"2025-09-23 16:40:22.05",108037,4,0,5.96,-0.13,-0.16,34.68,5.961418
"2025-09-23 16:40:22.1",108038,5,0,5.78,-0.1,0.23,34.7,5.780865
"2025-09-23 16:40:22.15",108039,6,1,6.11,-0.19,0.07,34.68,6.112953
"2025-09-23 16:40:22.2",108040,1,10,5.73,0.15,0.12,34.67,5.731963
"2025-09-23 16:40:22.25",108041,2,38,5.58,0.21,0.24,34.7,5.58395
"2025-09-23 16:40:22.3",108042,3,0,5.42,-0.1,0.23,34.7,5.420922
"2025-09-23 16:40:22.35",108043,4,0,5.77,-0.01,0.12,34.7,5.770009
"2025-09-23 16:40:22.4",108044,5,0,5.72,0,-0.26,34.68,5.72
"2025-09-23 16:40:22.45",108045,6,1,5.76,0.15,-0.15,34.71,5.761953
"2025-09-23 16:40:22.5",108046,1,10,5.59,-0.28,-0.1,34.69,5.597008
"2025-09-23 16:40:22.55",108047,2,38,5.6,0.35,0.03,34.7,5.610927
"2025-09-23 16:40:22.6",108048,3,0,5.51,0.05,0.11,34.68,5.510227
"2025-09-23 16:40:22.65",108049,4,0,5.58,-0.12,0.18,34.68,5.58129
"2025-09-23 16:40:22.7",108050,5,0,5.44,0.1,0.02,34.71,5.440919
"2025-09-23 16:40:22.75",108051,6,1,5.67,-0.14,-0.36,34.69,5.671728
"2025-09-23 16:40:22.8",108052,1,10,5.7,0.06,-0.02,34.68,5.700315
"2025-09-23 16:40:22.85",108053,2,38,6.09,0.13,0.14,34.68,6.091387
"2025-09-23 16:40:22.9",108054,3,0,6.01,0.15,0.36,34.69,6.011872
"2025-09-23 16:40:22.95",108055,4,0,5.94,0.1,0.46,34.71,5.940842
"2025-09-23 16:40:23",108056,5,0,5.94,0.24,0.48,34.69,5.944846
"2025-09-23 16:40:23.05",108057,6,1,5.23,0.46,0.41,34.7,5.25019
"2025-09-23 16:40:23.1",108058,1,10,5.45,0.35,-0.45,34.67,5.461226
"2025-09-23 16:40:23.15",108059,2,38,5.39,-0.14,-0.13,34.7,5.391818
"2025-09-23 16:40:23.2",108060,3,0,5.62,-0.42,-0.3,34.7,5.635672
"2025-09-23 16:40:23.25",108061,4,0,5.29,0.2,-0.37,34.69,5.293779
"2025-09-23 16:40:23.3",108062,5,0,5.2,0.21,-0.23,34.68,5.204238
"2025-09-23 16:40:23.35",108063,6,1,5.73,-0.22,0.17,34.69,5.734222
"2025-09-23 16:40:23.4",108064,1,10,5.76,-0.45,0.17,34.69,5.777551
"2025-09-23 16:40:23.45",108065,2,38,5.85,-0.29,-0.13,34.69,5.857183
"2025-09-23 16:40:23.5",108066,3,0,5.5,0.03,0.04,34.7,5.500082
"2025-09-23 16:40:23.55",108067,4,0,5.58,0.04,-0.22,34.68,5.580143
"2025-09-23 16:40:23.6",108068,5,0,5.57,0.11,0.04,34.69,5.571086
"2025-09-23 16:40:23.65",108069,6,1,5.68,0.14,0.38,34.67,5.681725
"2025-09-23 16:40:23.7",108070,1,10,5.61,-0.24,0.44,34.69,5.615131
"2025-09-23 16:40:23.75",108071,2,38,5.65,-0.11,0.5,34.67,5.651071
"2025-09-23 16:40:23.8",108072,3,0,5.46,-0.1,0.22,34.69,5.460916
"2025-09-23 16:40:23.85",108073,4,0,4.82,0.08,-0.39,34.7,4.820664
"2025-09-23 16:40:23.9",108074,5,0,4.77,-0.42,-0.15,34.68,4.788455
"2025-09-23 16:40:23.95",108075,6,1,5.52,-0.21,-0.31,34.68,5.523993
"2025-09-23 16:40:24",108076,1,10,5.53,0.15,0.09,34.68,5.532034
"2025-09-23 16:40:24.05",108077,2,38,5.85,0.11,0.15,34.72,5.851034
"2025-09-23 16:40:24.1",108078,3,0,5.99,-0.14,-0.23,34.68,5.991635
"2025-09-23 16:40:24.15",108079,4,0,5.89,0.18,-0.18,34.7,5.892749
"2025-09-23 16:40:24.2",108080,5,0,5.8,0.2,0.14,34.67,5.803448
"2025-09-23 16:40:24.25",108081,6,1,5.9,-0.47,-0.09,34.73,5.918691
"2025-09-23 16:40:24.3",108082,1,10,5.67,0.12,0.12,34.69,5.67127
"2025-09-23 16:40:24.35",108083,2,38,5.99,-0.17,0.15,34.71,5.992412
"2025-09-23 16:40:24.4",108084,3,0,6.04,0,-0.16,34.69,6.04
"2025-09-23 16:40:24.45",108085,4,0,5.42,0.12,-0.23,34.7,5.421328
"2025-09-23 16:40:24.5",108086,5,0,5.38,0.31,-0.05,34.69,5.388924
"2025-09-23 16:40:24.55",108087,6,1,5.85,0.25,0.11,34.69,5.85534
"2025-09-23 16:40:24.6",108088,1,10,6.34,-0.14,0.43,34.72,6.341546
"2025-09-23 16:40:24.65",108089,2,38,5.81,-0.18,-0.21,34.7,5.812788
"2025-09-23 16:40:24.7",108090,3,0,5.77,0.22,0.19,34.69,5.774193
"2025-09-23 16:40:24.75",108091,4,0,5.86,-0.28,-0.26,34.71,5.866686
"2025-09-23 16:40:24.8",108092,5,0,5.37,-0.11,-0.19,34.7,5.371127
"2025-09-23 16:40:24.85",108093,6,1,5.59,-0.13,0.02,34.7,5.591512
"2025-09-23 16:40:24.9",108094,1,10,5.59,0.14,0.19,34.69,5.591753
"2025-09-23 16:40:24.95",108095,2,38,5.9,-0.27,0.35,34.7,5.906175
"2025-09-23 16:40:25",108096,3,0,5.75,0.37,0.21,34.69,5.761892
"2025-09-23 16:40:25.05",108097,4,0,5.82,-0.15,0.07,34.68,5.821933
"2025-09-23 16:40:25.1",108098,5,0,5.82,-0.23,0.37,34.69,5.824543
"2025-09-23 16:40:25.15",108099,6,1,5.32,-0.08,0.25,34.7,5.320601
"2025-09-23 16:40:25.2",108100,1,10,4.9,0.11,-0.12,34.71,4.901235
"2025-09-23 16:40:25.25",108101,2,38,4.96,-0.27,-0.48,34.69,4.967343
"2025-09-23 16:40:25.3",108102,3,0,4.68,0.33,-0.48,34.65,4.69162
"2025-09-23 16:40:25.35",108103,4,0,4.53,0.12,-0.78,34.66,4.53159
"2025-09-23 16:40:25.4",108104,5,0,5,0.09,-0.53,34.69,5.00081
"2025-09-23 16:40:25.45",108105,6,1,6.02,0.02,-0.12,34.7,6.020033
"2025-09-23 16:40:25.5",108106,1,10,6,-0.11,0.09,34.67,6.001008
"2025-09-23 16:40:25.55",108107,2,38,5.85,0.18,0.26,34.69,5.852768
"2025-09-23 16:40:25.6",108108,3,0,5.97,0.02,0.13,34.72,5.970033
"2025-09-23 16:40:25.65",108109,4,0,6.01,-0.15,0.26,34.69,6.011872
"2025-09-23 16:40:25.7",108110,5,0,5.92,-0.22,0.43,34.72,5.924087
"2025-09-23 16:40:25.75",108111,6,1,6.02,-0.14,0.26,34.69,6.021627
"2025-09-23 16:40:25.8",108112,1,10,5.75,0.24,0.35,34.69,5.755006
"2025-09-23 16:40:25.85",108113,2,38,5.78,0.22,0.11,34.69,5.784185
"2025-09-23 16:40:25.9",108114,3,0,5.84,-0.19,0.29,34.69,5.84309
"2025-09-23 16:40:25.95",108115,4,0,5.54,0.52,-0.34,34.68,5.564351
"2025-09-23 16:40:26",108116,5,0,5.34,0.03,-0.5,34.67,5.340085
"2025-09-23 16:40:26.05",108117,6,1,5.43,0.14,0.14,34.69,5.431804
"2025-09-23 16:40:26.1",108118,1,10,5.59,-0.12,0.11,34.7,5.591288
"2025-09-23 16:40:26.15",108119,2,38,5.47,-0.2,-0.26,34.68,5.473655
"2025-09-23 16:40:26.2",108120,3,0,5.37,0.21,0.04,34.66,5.374104
"2025-09-23 16:40:26.25",108121,4,0,5.46,0.34,-0.35,34.67,5.470576
"2025-09-23 16:40:26.3",108122,5,0,5.52,-0.12,-0.22,34.69,5.521304
"2025-09-23 16:40:26.35",108123,6,1,5.9,-0.12,-0.19,34.67,5.90122
"2025-09-23 16:40:26.4",108124,1,10,5.78,0.23,0.05,34.7,5.784575
"2025-09-23 16:40:26.45",108125,2,38,6.05,-0.13,0.1,34.68,6.051396
"2025-09-23 16:40:26.5",108126,3,0,5.64,0.14,0.2,34.7,5.641737
"2025-09-23 16:40:26.55",108127,4,0,5.91,0.51,0.04,34.7,5.931964
"2025-09-23 16:40:26.6",108128,5,0,5.74,0.25,0.07,34.71,5.745441
"2025-09-23 16:40:26.65",108129,6,1,5.32,-0.46,-0.3,34.71,5.33985
"2025-09-23 16:40:26.7",108130,1,10,5.48,-0.5,0.01,34.7,5.502763
"2025-09-23 16:40:26.75",108131,2,38,5.72,0.16,0.33,34.7,5.722237
"2025-09-23 16:40:26.8",108132,3,0,5.67,0.41,-0.42,34.72,5.684804
"2025-09-23 16:40:26.85",108133,4,0,5.26,0.13,-0.37,34.68,5.261606
"2025-09-23 16:40:26.9",108134,5,0,5.69,-0.18,0.11,34.69,5.692846
"2025-09-23 16:40:26.95",108135,6,1,5.35,0.03,0.02,34.7,5.350084
"2025-09-23 16:40:27",108136,1,10,5.65,-0.15,0.07,34.67,5.651991
"2025-09-23 16:40:27.05",108137,2,38,5.79,0.13,0.03,34.72,5.791459
"2025-09-23 16:40:27.1",108138,3,0,5.65,0.26,0.26,34.67,5.655979
"2025-09-23 16:40:27.15",108139,4,0,5.47,0.1,-0.11,34.71,5.470914
"2025-09-23 16:40:27.2",108140,5,0,5.45,0.43,-0.19,34.68,5.466937
"2025-09-23 16:40:27.25",108141,6,1,5.47,0.02,-0.32,34.71,5.470037
"2025-09-23 16:40:27.3",108142,1,10,5.5,0.2,-0.19,34.7,5.503635
"2025-09-23 16:40:27.35",108143,2,38,5.48,0.24,0.01,34.71,5.485253
"2025-09-23 16:40:27.4",108144,3,0,5.64,-0.13,0.08,34.69,5.641498
"2025-09-23 16:40:27.45",108145,4,0,5.53,0.42,0.12,34.69,5.545927
"2025-09-23 16:40:27.5",108146,5,0,5.67,-0.13,0.08,34.68,5.67149
"2025-09-23 16:40:27.55",108147,6,1,5.32,0.18,-0.07,34.67,5.323044
"2025-09-23 16:40:27.6",108148,1,10,5.68,0.05,-0.15,34.7,5.68022
"2025-09-23 16:40:27.65",108149,2,38,5.81,0.02,0.09,34.69,5.810034
"2025-09-23 16:40:27.7",108150,3,0,5.78,0.19,-0.01,34.7,5.783122
"2025-09-23 16:40:27.75",108151,4,0,5.31,0.51,-0.1,34.7,5.334435
"2025-09-23 16:40:27.8",108152,5,0,5.6,0.51,0.11,34.69,5.623175
"2025-09-23 16:40:27.85",108153,6,1,5.27,0.2,-0.14,34.69,5.273794
"2025-09-23 16:40:27.9",108154,1,10,4.91,-0.57,-0.9,34.72,4.942975
"2025-09-23 16:40:27.95",108155,2,38,5.7,-0.39,-0.28,34.69,5.713326
"2025-09-23 16:40:28",108156,3,0,5.45,0.04,0.11,34.7,5.450147
"2025-09-23 16:40:28.05",108157,4,0,5.31,0.24,-0.09,34.66,5.315421
"2025-09-23 16:40:28.1",108158,5,0,5.82,0.12,0.07,34.71,5.821237
"2025-09-23 16:40:28.15",108159,6,1,5.71,0,0.02,34.7,5.71
"2025-09-23 16:40:28.2",108160,1,10,5.81,-0.1,0.04,34.69,5.81086
"2025-09-23 16:40:28.25",108161,2,38,5.68,0.22,0.18,34.7,5.684259
"2025-09-23 16:40:28.3",108162,3,0,5.47,-0.15,0.23,34.69,5.472056
"2025-09-23 16:40:28.35",108163,4,0,5.53,0.19,0.22,34.7,5.533263
"2025-09-23 16:40:28.4",108164,5,0,5.91,-0.27,-0.13,34.7,5.916164
"2025-09-23 16:40:28.45",108165,6,1,5.28,-0.1,0.15,34.67,5.280947
"2025-09-23 16:40:28.5",108166,1,10,5.47,0.17,0.17,34.71,5.472641
"2025-09-23 16:40:28.55",108167,2,38,5.95,0.16,0.17,34.7,5.952151
"2025-09-23 16:40:28.6",108168,3,0,5.49,0.36,-0.35,34.7,5.501791
"2025-09-23 16:40:28.65",108169,4,0,5.4,0.54,-0.64,34.69,5.426933
"2025-09-23 16:40:28.7",108170,5,0,5.62,0.15,-0.01,34.68,5.622001
"2025-09-23 16:40:28.75",108171,6,1,5.81,0.33,-0.21,34.7,5.819364
"2025-09-23 16:40:28.8",108172,1,10,5.78,0.22,0.01,34.7,5.784185
"2025-09-23 16:40:28.85",108173,2,38,5.84,0.33,0.11,34.7,5.849316
"2025-09-23 16:40:28.9",108174,3,0,5.59,-0.13,0.08,34.68,5.591512
"2025-09-23 16:40:28.95",108175,4,0,5.57,-0.19,0.06,34.69,5.57324
"2025-09-23 16:40:29",108176,5,0,5.89,0.15,0.1,34.68,5.891909
"2025-09-23 16:40:29.05",108177,6,1,5.79,-0.09,0.18,34.72,5.790699
"2025-09-23 16:40:29.1",108178,1,10,5.33,-0.08,0.25,34.72,5.3306
"2025-09-23 16:40:29.15",108179,2,38,5.51,0.09,0.17,34.68,5.510735
"2025-09-23 16:40:29.2",108180,3,0,5.6,0.29,0.02,34.69,5.607504
"2025-09-23 16:40:29.25",108181,4,0,5.72,0.04,0.12,34.68,5.72014
"2025-09-23 16:40:29.3",108182,5,0,5.58,-0.12,0.42,34.67,5.58129
"2025-09-23 16:40:29.35",108183,6,1,5.68,0.04,0.63,34.68,5.68014
"2025-09-23 16:40:29.4",108184,1,10,5.34,0.47,-0.48,34.69,5.360644
"2025-09-23 16:40:29.45",108185,2,38,4.57,0.19,-0.53,34.67,4.573948
"2025-09-23 16:40:29.5",108186,3,0,4.64,0.1,-0.2,34.67,4.641078
"2025-09-23 16:40:29.55",108187,4,0,5.03,-0.15,-0.06,34.68,5.032236
"2025-09-23 16:40:29.6",108188,5,0,5.84,0.44,-0.14,34.7,5.856552
"2025-09-23 16:40:29.65",108189,6,1,5.69,0.23,-0.26,34.69,5.694647
"2025-09-23 16:40:29.7",108190,1,10,5.65,-0.28,-0.02,34.67,5.656934
"2025-09-23 16:40:29.75",108191,2,38,5.06,0.19,0.01,34.68,5.063566
"2025-09-23 16:40:29.8",108192,3,0,4.82,0.59,-0.48,34.68,4.855976
"2025-09-23 16:40:29.85",108193,4,0,5.4,-0.12,-0.17,34.69,5.401333
"2025-09-23 16:40:29.9",108194,5,0,5.81,0.2,0.13,34.69,5.813441
"2025-09-23 16:40:29.95",108195,6,1,5.83,-0.39,-0.07,34.72,5.84303
"2025-09-23 16:40:30",108196,1,10,5.44,0.18,0.05,34.69,5.442977
"2025-09-23 16:40:30.05",108197,2,38,5.55,-0.1,0.17,34.69,5.550901
"2025-09-23 16:40:30.1",108198,3,0,5.82,-0.31,0.25,34.7,5.82825
"2025-09-23 16:40:30.15",108199,4,0,5.5,0.24,0.01,34.73,5.505234
"2025-09-23 16:40:30.2",108200,5,0,5.95,0.46,0.18,34.72,5.967755
"2025-09-23 16:40:30.25",108201,6,1,5.84,-0.11,-0.01,34.71,5.841036
